Observation id;Observation date;Description;Observation duration;Observation type;Source;Media duration (s);FPS;Subject;Behavior;Behavioral category;Modifier #1;Modifier #2;Behavior type;Time;Media file name;Image index;Image file path;Comment
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Hold food;Feeding behaviour;;;STOP;142.099;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Consume food;Feeding behaviour;;;START;142.1;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;663.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Consume food;Feeding behaviour;;;STOP;143.199;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;START;143.2;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;696.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;STOP;144.199;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Pull at food;Feeding behaviour;;;START;144.2;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;726.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Co-feeding;Neutral behaviour;;;POINT;144.433;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;733.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Pull at food;Feeding behaviour;;;STOP;148.132;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Consume food;Feeding behaviour;;;START;148.133;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;844.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Consume food;Feeding behaviour;;;STOP;150.266;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;START;150.267;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;8.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;STOP;151.366;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Pull at food;Feeding behaviour;;;START;151.367;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;41.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Pull at food;Feeding behaviour;;;STOP;152.866;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;START;152.867;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;86.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;STOP;158.932;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Inspect;Feeding behaviour;;;START;158.933;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;268.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Inspect;Feeding behaviour;;;STOP;160.799;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Pull at food;Feeding behaviour;;;START;160.8;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;324.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Pull at food;Feeding behaviour;;;STOP;163.266;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Consume food;Feeding behaviour;;;START;163.267;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;398.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Co-feeding;Neutral behaviour;;;POINT;163.433;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;403.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Consume food;Feeding behaviour;;;STOP;164.799;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;START;164.8;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;444.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;STOP;169.566;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Pull at food;Feeding behaviour;;;START;169.567;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;587.0;;
A_70_01/03/23;2023-06-29 15:40:32;28-02-2023 - 12-03-2023  IMG_0035 - IMG_0043;278.968;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0035.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0036.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0037.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0038.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0039.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0041.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0042.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0043.MP4";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;39.000;30.000";"30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000";Raven 1;Pull at food;Feeding behaviour;;;STOP;173.732;D:/Ravenproject/ASK/20230228-20230312/IMG_0040.MP4;;;
